LIVEAREA,YRBUILT,CONDITION,QUALITY,TOTUNITS,STORIES,GARTYPE,NOCARS,NUMBDRM,NUMBATHS,ARCSTYLE,SPRICE,DEDUCT,NETPRICE,TASP,SMONTH,SYEAR,QUALIFIED,STATUS
2693,2012,AVG,C,1,2,Att,3,4,4,ONE AND HALF-STORY,451450,0,451450,451450,10,2010,U,V
